383,7201;7423;4264;3730;13245
384,28;11568;486;8304;6496
385,484;12454;631;3310;2467
386,11516;11578;13143;11702;10898
387,3176;2789;918;6;704
388,3797;9703;8766;5687;5735
389,478;1201;381;28;6496
390,13913;10001;4696;1408;6247
391,1476;6613;1751;2380;4345
392,7546;10606;11329;14878;2463
393,13062;2342;10591;4925;14120
394,15808;16891;14438;11090;14062
395,7134;7032;3900;8263;8612
396,13909;13284;8831;11382;11454
397,1904;3134;4930;2713;2001
398,5740;7351;951;13583;5758
399,13535;12280;9514;9879;1427
400,14608;15114;12336;10009;16472
401,6663;9399;5926;1863;6450
402,5967;1118;3982;5337;7764
403,5730;11432;3245;8424;11398
404,15532;15615;15198;14262;13110
405,3809;1346;1284;2307;3915
406,2713;4081;3613;942;4809
407,2446;136;2356;3661;1435
408,1029;4063;7748;7389;1674
409,1201;478;8304;705;13562
410,6475;8011;4876;3223;5862
411,18;1036;719;4021;8046
412,4336;2809;2538;4537;3067
413,15086;14437;1118;12454;1119
414,505;379;207;9238;2106
415,1951;1690;1181;1010;1460
416,1738;3089;12990;7524;6051
417,15893;2618;13980;10455;265
418,3700;1923;3262;5739;3017
419,5478;2365;5644;3904;6157
420,4019;8386;4969;13056;1497
421,2247;6335;4959;1371;11851
422,2541;12331;629;13060;12574
423,3415;2550;5516;1520;10919
424,8416;846;1205;845;1162
425,11204;2490;1021;15733;2235
426,1570;48;2639;5089;10284
427,9335;13499;11539;13199;12307
428,8371;4537;2877;5067;3099
429,2572;11418;11456;11402;8551
430,808;629;2341;5299;1800
431,2799;656;2339;3956;5452
432,2435;1042;1455;1478;2018
433,2721;6064;13413;2305;10885
434,2490;3982;1021;244;2077
435,11712;2710;16172;3648;6652
436,8988;1325;13913;11589;15420
437,1988;173;506;380;304
438,11265;15065;13596;64;14051
439,667;8713;4070;8021;6782
440,9967;3674;252;4126;15674
441,7607;9236;1666;11504;7290
442,2999;1538;9775;1897;171
443,2236;8197;2216;1187;5797
444,506;1889;402;304;504
445,1709;1711;3320;11804;857
446,3581;2980;1193;7118;1484
447,11160;1746;158;9598;7707
448,14093;12380;7050;9443;14759
449,399;2796;810;2786;2077
450,4292;12380;12832;14099;7918
451,12651;3514;13535;6180;14244
452,2889;2883;8035;3945;2541
453,16436;7958;14927;5842;7135
454,4026;11475;8202;13524;8450
455,13963;4212;4343;3293;3140
456,14783;13746;3089;4178;15858
457,1204;10831;3533;3496;2157
458,972;955;2903;5452;2950
459,454;15674;3051;2638;8238
460,1490;44;3791;1153;7948
461,7050;1566;5271;2710;13258
462,7791;9438;13248;3129;2959
463,14223;14557;16289;14619;15508
464,3982;1795;1036;12564;1352
465,4809;1470;7899;14003;4436
466,7673;8862;882;5283;2924
467,3982;9104;8159;14878;11587
468,13411;16345;14499;689;6990
469,14922;1314;10189;13263;16246
470,1492;3092;2986;2742;75
471,13652;13662;13714;13702;13694
472,5773;1339;4744;1138;4881
473,8547;11286;13993;13285;10309
474,12588;13934;13588;13729;8156
475,7906;5484;6651;8397;12261
476,8550;13812;14730;7279;9989
477,656;2799;281;401;284
478,9954;1210;945;5722;1899
479,1262;3235;4081;2716;3887
480,1738;13131;3021;5681;251
481,14036;9540;12792;14275;14167
482,4319;5337;13554;10211;6180
483,2490;550;2790;3783;4021
484,7994;2233;12494;6454;9064
485,11217;7546;554;7784;12427
486,14283;629;2229;5358;6238
487,5722;1651;1213;1022;2575
488,12446;11702;14922;11368;10898
489,13657;13771;13675;10540;13663
490,12331;5773;291;3564;5457
491,13921;8079;4983;16158;5147
492,503;3630;1306;7335;5804
493,2212;12825;1014;5153;9552
494,14704;15913;15194;12386;11333
495,173;4744;5864;2110;4244
496,1214;2222;1187;2237;1105
497,966;423;1276;7123;2992
498,5162;11198;11575;7585;2458
499,1633;14057;63;13950;12502
500,2915;2769;1740;2452;1396
501,15289;15257;15712;13884;15742
502,2088;2798;3052;2092;12012
503,3415;4182;7403;7203;13947
504,5691;1923;2712;2972;5010
505,4265;8003;906;635;4675
506,11274;4928;44;13477;251
507,2542;7483;9632;1778;5265
508,237;287;4889;2346;8986
509,5815;7158;9587;8498;7547
510,2473;3186;2390;844;7764
511,1457;3121;212;2490;11130
512,3121;1360;7980;247;1239
513,1116;640;7631;7185;6561
514,5795;8630;8639;7145;9281
515,2716;2390;7719;2125;34
516,485;1658;23;1521;2079
517,3051;1091;5516;5232;1016
518,3292;13309;6450;11311;726
519,3328;1180;11566;6096;7480
520,2490;1021;3982;70;2790
521,2338;629;8089;2881;6895
522,13913;2466;1519;1508;6582
523,2490;2463;3176;2760;13516
524,952;5982;8515;3544;6301
525,2716;3114;2712;883;8144
526,380;291;5579;2087;5176
527,7542;989;3300;4480;1698
528,13215;842;10925;960;6630
529,7193;12015;6243;13375;6690
530,5201;1409;1325;5203;8003
531,2003;5597;14609;108;160
532,4821;1127;2217;7287;7623
533,9948;11419;6905;11403;7413
534,3405;5945;6875;4961;502
535,889;2109;1949;4953;436
536,14783;12319;11192;14506;8968
537,773;129;3617;778;12290
538,2936;9803;4493;5547;12313
539,5773;321;386;5315;3456
540,3867;702;1455;3053;10670
541,14505;11073;10503;4966;5816
542,4073;2621;9142;5403;11139
543,4806;2301;11651;2393;8816
544,16106;16318;16453;15879;14548
545,3613;4081;1911;7018;2654
546,11799;11239;10928;11251;12233
547,1210;1161;248;5722;3188
548,2682;10295;4421;839;7787
549,15;1201;485;381;53
550,1472;884;5138;3387;9156
551,6092;5212;8956;1034;3638
552,40;4504;6423;8135;277
553,16157;14123;15615;14716;15610
554,7208;8932;927;6800;14632
555,1892;1123;5712;7142;986
556,12454;6658;9375;15980;8179
557,1591;1834;5751;9219;1229
558,3982;8751;8512;8161;9967
559,547;4610;1756;98;11809
560,2866;872;7696;5176;5180
561,9791;629;281;2342;15186
562,5978;13056;13473;10149;11744
563,29;8327;486;2463;1201
564,10908;6900;11999;10251;1981
565,1478;681;1457;1086;3699
566,136;2769;4778;5006;7216
567,1539;494;4385;1897;3602
568,669;1724;625;608;585
569,3544;970;2879;2877;4508
570,756;2463;8751;4775;8421
571,206;1540;6778;1606;64
572,13899;623;13223;13735;12939
573,13131;11247;15358;15730;14054
574,1013;1204;1203;471;995
575,906;3761;8622;3732;3754
576,2597;1091;1063;109;6406
577,13666;13758;13700;13780;13782
578,28;5;705;747;401
579,7077;673;2945;7305;3529
580,5035;9165;9967;8161;6542
581,1739;10995;10193;2912;1775
582,832;6804;14222;13416;2823
583,7899;5283;3501;5037;3566
584,8161;11329;8512;13365;10984
585,3732;3561;6868;9701;3729
586,14283;1214;454;1902;5608
587,12472;12923;10984;4781;11533
588,308;4568;6434;766;4083
589,7673;3237;12572;844;3114
590,3265;8620;9323;9185;739
591,15;381;6189;482;23
592,1719;6793;2901;9057;2097
593,10850;10353;10943;12572;11888
594,14783;16494;15672;16521;16811
595,11141;1334;4079;9383;8605
596,5430;1257;2499;6069;8691
597,1767;4764;3776;11133;1772
598,4806;1497;3405;4872;3166
599,12524;15984;12931;9414;5788
600,16476;15866;14499;10633;16869
601,10295;1815;7057;1462;13536
602,3818;4789;11949;5140;177
603,6515;12345;10522;9728;6055
604,2854;1092;1740;9026;5035
605,7923;8512;10431;227;7136
606,10296;4614;9826;4821;4480
607,11139;10125;10551;14072;15869
608,2351;13327;12344;16886;11195
609,5810;5685;12572;2925;8161
610,5109;8405;14830;7134;6072
611,16828;16266;15268;15615;16612
612,443;12527;10658;5337;897
613,8159;18;11092;1021;12470
614,4726;6168;4344;18;10578
615,5945;3172;11942;442;7107
616,656;877;4586;2447;810
617,2795;4283;3177;3013;4679
618,3840;15204;15459;8486;4615
619,15586;15198;16424;16310;14501
620,522;427;6232;3415;1028
621,2217;5268;756;9393;2434
622,5596;6052;3737;1245;2111
623,1481;3461;12536;8074;10703
624,29;6189;486;3931;8331
625,505;1777;5976;2002;4706
626,11765;1972;3892;887;10543
627,12766;14277;14093;15538;15700
628,2473;45;844;370;2534
629,11287;8259;8026;7912;7769
630,5401;973;4580;4584;3956
631,44;17;10033;12378;10963
632,11217;15719;12690;7121;8027
633,2419;16849;15344;15310;10377
634,9765;6219;9211;10184;4511
635,6348;7673;7764;10698;4071
636,454;18;1214;5960;14268
637,1627;12122;1009;14622;1589
638,2157;2212;11626;12104;524
639,10289;473;14348;15637;3210
640,9295;6577;14645;7197;8747
641,1153;1149;1198;4773;6325
642,6683;6258;6963;10096;646
643,16436;16085;15945;16905;15872
644,3612;7329;2088;287;2346
645,1190;2224;2243;4985;8690
646,4614;9767;2187;10037;1247
647,2112;5561;11916;3066;6690
648,1111;4327;3533;12491;11004
649,3;8304;6496;13562;15
650,16319;14269;14939;14254;4224
651,831;839;8708;863;3843
652,1804;16953;4699;522;10967
653,14182;15872;16745;15927;13950
654,16085;16350;1658;778;11057
655,13692;13787;13634;13660;13666
656,11587;8832;8421;710;2789
657,667;7142;1216;2434;335
658,907;1050;6371;9967;11645
659,3101;6052;9205;14546;5560
660,18;227;2217;3809;143
661,808;4461;237;2334;8017
662,5121;616;1477;918;69
663,4690;945;329;2391;4943
664,16;206;1006;40;1022
665,1115;1091;1968;5313;4230
666,918;3324;9060;2039;1479
667,2446;4749;2769;4994;2921
668,7673;7546;2262;4809;9970
669,1072;1070;1066;676;5927
670,419;11572;5487;8435;1649
671,2654;1996;2412;8681;1923
672,16321;4018;3343;2721;6676
673,2401;2971;5608;2407;12734
674,8114;6082;1512;1505;6272
675,1949;4789;1467;7411;1932
676,4806;1241;5051;3172;4407
677,5089;1371;3294;860;6600
678,6722;1533;5599;2611;11799
679,9393;7201;3776;5712;1180
680,13143;11267;15513;12603;16272
681,3982;9967;1091;1092;707
682,14609;15;15257;14542;15816
683,7268;11996;201;8279;1851
684,980;826;1384;1909;8117
685,2870;972;583;5074;2904
686,14379;14367;13199;15386;15496
687,5401;4138;8332;5275;9000
688,2945;5490;9356;1728;8905
689,3469;4780;4575;5217;2594
690,3905;5914;11810;5438;12576
691,1091;5549;4776;546;1130
692,9393;732;9625;3214;5813
693,5460;15325;3650;1325;6839
694,3915;9165;3013;8298;15088
695,16082;13564;13499;13162;9335
696,7416;12352;8380;6018;10705
697,1214;437;4181;2398;3219
698,7872;3479;7333;2108;889
699,11652;14633;12843;11585;11372
700,336;3853;3013;3599;2379
701,774;7171;1351;8512;3314
702,1938;5821;13028;3727;7832
703,9767;2168;7582;4910;3764
704,679;667;2184;5564;8778
705,12947;14419;12495;1674;15238
706,7359;6969;5920;4036;2529
707,3092;1478;2019;747;1435
708,13666;13714;13748;13718;13668
709,3700;1996;2455;6259;10002
710,7703;3592;979;12588;10205
711,1204;1975;7183;6099;1690
712,5822;872;4744;2088;4541
713,13758;13712;13672;13686;13698
714,5108;3381;6036;11883;8246
715,5128;3405;2305;5490;5051
716,15857;15268;13725;13315;15540
717,2672;1510;3791;2980;832
718,12572;8505;2359;1396;11206
719,1927;1788;1135;3053;7834
720,4433;4427;6502;883;5972
721,16521;13959;12086;12228;14840
722,7170;8750;15259;12074;5735
723,922;2222;1182;5960;4021
724,10066;9767;8199;4614;9473
725,1920;1462;29;4485;4441
726,2490;5856;710;240;449
727,653;3292;7791;669;2959
728,1658;4527;7359;1546;3205
729,12791;251;2711;7414;3925
730,1200;1002;1673;6813;2375
731,650;7847;2107;5457;3370
732,15488;12400;14235;5805;16162
733,5002;2769;1050;2854;4729
734,8159;5035;2351;616;3026
735,6849;5978;13056;3592;4020
736,1536;9433;6312;685;12723
737,1949;1788;6350;2367;8694
738,4621;3847;3405;3251;2418
739,12343;12524;5249;3265;12998
740,2921;2716;2713;3017;5810
741,12572;6165;8421;3235;2081
742,2972;449;10825;3311;1923
743,7582;10066;4481;2178;4511
744,972;4664;8332;4082;5340
745,3441;10531;5109;11572;16079
746,3809;14283;7923;6542;7403
747,1325;15524;1766;9253;8888
748,8077;1815;3706;11901;14003
749,14787;8869;2500;16602;7891
750,2473;2713;4809;3017;3240
751,6189;11080;1797;704;10035
752,9121;14677;13056;3871;7288
753,12538;1978;13477;36;3788
754,13390;12040;11860;13380;15782
755,12245;16046;16071;15115;16162
756,9443;248;14759;1051;1799
757,181;1138;3867;1764;5141
758,11237;13276;16130;15383;15516
759,918;14878;907;10696;6545
760,753;830;923;1185;4985
761,1931;1455;1138;1949;1400
762,9393;1691;14375;1212;10608
763,1674;2719;3904;4306;5106
764,1838;2532;547;8257;504
765,6845;3343;4618;5862;13173
766,3544;583;5074;2590;2595
767,16498;15249;13618;14647;16602
768,284;2334;7164;6920;3068
769,454;2222;1212;2646;3219
770,4840;5609;10069;10360;6148
771,11888;2473;12572;9592;6485
772,13657;13771;13675;13663;10540
773,2870;10711;4730;9111;7002
774,13334;11851;2751;4710;2471
775,557;3300;2217;664;3883
776,15310;14257;15787;13969;13466
777,702;2435;1455;2018;1952
778,1617;3373;15601;428;206
779,14783;16476;12990;13547;13322
780,6593;8435;5253;12243;3635
781,3982;8161;5035;244;4775
782,741;1829;10410;6604;9533
783,6076;14268;2971;8996;885
784,6722;64;5599;8135;1500
785,13652;13749;10540;13753;13681
786,13131;10216;10715;3901;15610
787,11074;11868;9911;14171;14128
788,14253;8885;6656;2677;5128
789,4690;1181;454;1013;1204
790,3592;15166;5992;4621;9121
791,13874;10251;6964;14351;789
792,10619;6787;2394;11379;11433
793,9769;11361;3583;4511;5018
794,1201;29;7005;637;1596
795,5945;442;7837;3402;3190
796,2716;3017;3237;5810;1996
797,2040;10399;14219;10774;10502
798,5808;10429;2008;7111;6443
799,1440;9767;4614;4480;10074
800,4641;11644;4661;3590;8844
801,7894;9565;3232;5150;6212
802,1988;510;1764;320;172
803,3126;485;10056;11344;15257
804,9769;6219;9862;2180;2236
805,681;7842;1393;5778;7143
806,16319;15816;15268;1674;12850
807,10963;12454;2039;10181;14673
808,8607;13959;16279;9636;13570
809,9279;120;6128;2773;3240
810,6438;583;3544;2936;4832
811,4297;732;8184;3182;1408
812,1010;1195;1678;2929;5900
813,705;8327;13562;10945;23
814,1494;2515;812;9640;9110
815,1674;13411;12524;10069;689
816,1658;14590;12135;40;14062
817,16707;14057;15355;12576;14076
818,673;8797;7913;7991;8614
819,12878;1947;10922;3412;4008
820,14590;8904;12309;12389;12495
821,1241;5347;11651;4308;8185
822,656;2799;705;1260;3879
823,16901;16363;15945;16530;16078
824,1718;10322;3673;3679;2591
825,972;955;2590;3878;9111
826,907;9967;9104;7546;2351
827,1187;521;9393;2237;2221
828,4051;1765;643;1904;6870
829,10586;13579;9001;7659;9497
830,13411;15198;13110;14989;13044
831,7923;9165;5035;8161;8512
832,15742;15257;15833;16577;14263
833,3592;442;1074;5920;8849
834,1409;5208;8988;623;585
835,1649;419;206;9431;6583
836,12454;227;3186;240;1367
837,15119;2578;15822;16602;5106
838,15355;14057;14693;16707;6722
839,1419;2810;4485;5283;2353
840,1811;6105;5936;778;2629
841,11301;9443;10009;7176;3217
842,11494;10307;6263;6725;15238
843,13985;8636;10226;12041;8641
844,15094;11267;15254;16392;8105
845,8159;4844;1226;6755;7477
846,2915;4777;46;8953;1402
847,11237;8295;15515;12527;12375
848,1829;1153;4767;2944;4227
849,9967;3982;336;10606;5035
850,10649;467;12116;3442;2194
851,1201;6496;28;4069;7901
852,13938;2712;7273;11986;14443
853,7546;7941;9464;1265;9175
854,15532;15310;13912;16156;14989
855,3466;6305;8405;6731;10512
